Variable,Estimate,Std..Error,t.value,Pr...t..,Significance,From,To
ConnecticuttoVermont,-0.834550968,0.166871414,-5.001161971,5.70E-07,*,Connecticut,Vermont
ConnecticuttoVirginia,-0.218062502,0.122731383,-1.776746064,0.075611277,,Connecticut,Virginia
ConnecticuttoWashington,0.890731835,0.251506092,3.541591491,0.000397795,*,Connecticut,Washington
ConnecticuttoWest Virginia,-0.074825233,0.326587909,-0.229112074,0.818782002,,Connecticut,West Virginia
ConnecticuttoWisconsin,-0.035048846,0.257187928,-0.136277184,0.891602273,,Connecticut,Wisconsin
ConnecticuttoWyoming,-0.163347941,0.445020236,-0.367057334,0.713576571,,Connecticut,Wyoming
DelawaretoAlabama,1.140046119,0.588443667,1.937392113,0.052698584,,Delaware,Alabama
DelawaretoArizona,0.643268808,0.445041285,1.445413784,0.14834298,,Delaware,Arizona
DelawaretoArkansas,1.242702391,1.176615734,1.056166729,0.290893095,,Delaware,Arkansas
DelawaretoCalifornia,0.744501645,0.246018364,3.026203549,0.002476714,*,Delaware,California
DelawaretoColorado,0.551612506,0.480611679,1.147730131,0.251081115,,Delaware,Colorado
DelawaretoConnecticut,-0.58847284,0.588414736,-1.000098747,0.317263715,,Delaware,Connecticut
DelawaretoDelaware,2.322405627,0.480529857,4.833010052,1.35E-06,*,Delaware,Delaware
DelawaretoDistrict of Columbia,-0.716803597,0.67939675,-1.055058914,0.291399427,,Delaware,District of Columbia
DelawaretoFlorida,0.239412108,0.156533113,1.529466215,0.126150206,,Delaware,Florida
DelawaretoGeorgia,0.137769735,0.251230241,0.548380379,0.583431248,,Delaware,Georgia
DelawaretoIdaho,1.51401636,0.832109486,1.819491768,0.068837664,,Delaware,Idaho
DelawaretoIllinois,-0.832773034,0.588446718,-1.415205504,0.157009529,,Delaware,Illinois
DelawaretoIndiana,0.179248036,0.416203458,0.430674067,0.666705759,,Delaware,Indiana
DelawaretoIowa,1.435640974,1.176630317,1.220129171,0.222417092,,Delaware,Iowa
DelawaretoKansas,1.929472323,1.176618085,1.639845884,0.101038506,,Delaware,Kansas
DelawaretoKentucky,0.407142692,0.480516694,0.847301868,0.396827718,,Delaware,Kentucky
DelawaretoLouisiana,-0.326624269,0.832066641,-0.392545805,0.694655317,,Delaware,Louisiana
DelawaretoMaine,-0.555422825,0.339901976,-1.634067656,0.102245937,,Delaware,Maine
DelawaretoMaryland,-0.845064902,0.159199232,-5.308222221,1.11E-07,*,Delaware,Maryland
DelawaretoMassachusetts,-0.511306371,0.294435411,-1.736565482,0.08246516,,Delaware,Massachusetts
DelawaretoMichigan,-0.968580307,0.416197694,-2.327212093,0.019954794,*,Delaware,Michigan
DelawaretoMinnesota,0.593426884,0.526386737,1.12735911,0.25959179,,Delaware,Minnesota
DelawaretoMississippi,-1.158556307,0.832058342,-1.392397923,0.163803203,,Delaware,Mississippi
DelawaretoMissouri,0.735182632,0.444938699,1.652323419,0.098469926,,Delaware,Missouri
DelawaretoNebraska,-0.588343254,0.588472152,-0.99978096,0.317417514,,Delaware,Nebraska
DelawaretoNevada,0.563714371,0.832127708,0.677437328,0.498129164,,Delaware,Nevada
DelawaretoNew Hampshire,-0.759506586,0.588409636,-1.290778634,0.196781673,,Delaware,New Hampshire
DelawaretoNew Jersey,-1.162927297,0.208417456,-5.579797968,2.41E-08,*,Delaware,New Jersey
DelawaretoNew Mexico,1.27918278,0.679471897,1.882613227,0.059753993,,Delaware,New Mexico
DelawaretoNew York,-0.969040102,0.208399309,-4.649919932,3.32E-06,*,Delaware,New York
DelawaretoNorth Carolina,-0.126257922,0.222728335,-0.566869597,0.570803303,,Delaware,North Carolina
DelawaretoNorth Dakota,2.155148057,0.832102391,2.590003443,0.009598068,*,Delaware,North Dakota
DelawaretoOhio,-0.088894593,0.270252011,-0.328932217,0.742207205,,Delaware,Ohio
DelawaretoOklahoma,-0.128587547,0.588467643,-0.218512518,0.827029989,,Delaware,Oklahoma
DelawaretoOregon,1.443083199,0.832120249,1.734224352,0.082879548,,Delaware,Oregon
DelawaretoPennsylvania,-0.975554332,0.146492625,-6.659409162,2.76E-11,*,Delaware,Pennsylvania
DelawaretoRhode Island,-2.525081993,0.832033584,-3.034831817,0.002406952,*,Delaware,Rhode Island
DelawaretoSouth Carolina,-0.309675894,0.257098374,-1.20450351,0.228396196,,Delaware,South Carolina
DelawaretoTennessee,-0.048643093,0.339920804,-0.143101252,0.886210335,,Delaware,Tennessee
DelawaretoTexas,0.492977237,0.257253346,1.916310302,0.055326779,,Delaware,Texas
DelawaretoUtah,0.716282904,0.832115009,0.860797962,0.389350174,,Delaware,Utah
DelawaretoVermont,-1.60666351,0.832025741,-1.931026207,0.05348097,,Delaware,Vermont
DelawaretoVirginia,-0.87761224,0.157719601,-5.564382828,2.63E-08,*,Delaware,Virginia
DelawaretoWashington,0.755914447,0.445056672,1.698467847,0.089420773,,Delaware,Washington
DelawaretoWest Virginia,-0.52750912,0.28564052,-1.846758713,0.064783329,,Delaware,West Virginia
DelawaretoWisconsin,0.941545897,0.480537979,1.959357925,0.050072023,,Delaware,Wisconsin
DelawaretoWyoming,2.220672199,1.176633668,1.887309754,0.059119862,,Delaware,Wyoming
District of ColumbiatoAlabama,-0.253538432,0.480537255,-0.527614518,0.597767395,,District of Columbia,Alabama
District of ColumbiatoArizona,0.948354907,0.588517048,1.611431494,0.107087002,,District of Columbia,Arizona
District of ColumbiatoArkansas,0.246301314,0.832064605,0.296012248,0.76722098,,District of Columbia,Arkansas
District of ColumbiatoCalifornia,1.548539935,0.227162397,6.816885005,9.33E-12,*,District of Columbia,California
District of ColumbiatoColorado,0.923711614,0.372421758,2.480283692,0.013128459,*,District of Columbia,Colorado
District of ColumbiatoConnecticut,-0.549677292,0.480502392,-1.143963696,0.252639817,,District of Columbia,Connecticut
District of ColumbiatoDelaware,-0.057429412,0.679396268,-0.084530067,0.932635068,,District of Columbia,Delaware
District of ColumbiatoFlorida,0.266293161,0.251278417,1.059753416,0.289257845,,District of Columbia,Florida
District of ColumbiatoGeorgia,0.462937443,0.326611701,1.417393931,0.156369064,,District of Columbia,Georgia
District of ColumbiatoIllinois,0.322122336,0.444927076,0.723989061,0.469073146,,District of Columbia,Illinois
District of ColumbiatoIndiana,-0.202867555,0.444907752,-0.455976669,0.648407162,,District of Columbia,Indiana
District of ColumbiatoIowa,-0.37292716,0.588455448,-0.633738988,0.526251771,,District of Columbia,Iowa
District of ColumbiatoKansas,-0.392493712,0.480569084,-0.816726929,0.414085297,,District of Columbia,Kansas
District of ColumbiatoKentucky,0.288218972,0.679410014,0.424219494,0.67140612,,District of Columbia,Kentucky
District of ColumbiatoLouisiana,0.48406731,0.679437444,0.712453094,0.476184929,,District of Columbia,Louisiana
District of ColumbiatoMaine,-0.399198015,0.52633934,-0.758442292,0.448186981,,District of Columbia,Maine
District of ColumbiatoMaryland,-0.423252211,0.245726841,-1.722450052,0.084989292,,District of Columbia,Maryland
District of ColumbiatoMassachusetts,-0.404028011,0.354996782,-1.138117389,0.255072587,,District of Columbia,Massachusetts
District of ColumbiatoMichigan,-0.77156929,0.355007738,-2.173387247,0.029752143,*,District of Columbia,Michigan
District of ColumbiatoMinnesota,-0.042024112,0.480562166,-0.087447815,0.930315636,,District of Columbia,Minnesota
District of ColumbiatoMississippi,0.012415629,0.480542947,0.025836669,0.979387635,,District of Columbia,Mississippi
District of ColumbiatoMissouri,0.097940104,0.4805504,0.203808183,0.838503568,,District of Columbia,Missouri
District of ColumbiatoMontana,0.74242467,1.176646202,0.630966784,0.528062835,,District of Columbia,Montana
District of ColumbiatoNebraska,-0.583970367,0.52639271,-1.109381563,0.267266707,,District of Columbia,Nebraska
District of ColumbiatoNevada,0.399191438,0.588526875,0.678289225,0.497588973,,District of Columbia,Nevada
District of ColumbiatoNew Hampshire,0.45240876,0.526332492,0.859549367,0.390038342,,District of Columbia,New Hampshire
District of ColumbiatoNew Jersey,-0.685408251,0.277629008,-2.468791916,0.013557683,*,District of Columbia,New Jersey
District of ColumbiatoNew Mexico,0.54116463,0.8320962,0.650363059,0.515458346,,District of Columbia,New Mexico
District of ColumbiatoNew York,-0.562727542,0.231119188,-2.434793694,0.014900995,*,District of Columbia,New York
District of ColumbiatoNorth Carolina,-0.384091896,0.22272798,-1.724488749,0.084620916,,District of Columbia,North Carolina
District of ColumbiatoNorth Dakota,-1.862342222,1.176626208,-1.582781523,0.113472567,,District of Columbia,North Dakota
District of ColumbiatoOhio,-0.548279568,0.285666022,-1.919302705,0.054947202,,District of Columbia,Ohio
District of ColumbiatoOklahoma,-0.339095348,0.679452259,-0.499071633,0.617729371,,District of Columbia,Oklahoma
District of ColumbiatoOregon,1.112815624,0.372487626,2.987523733,0.002812754,*,District of Columbia,Oregon
District of ColumbiatoPennsylvania,-1.249083793,0.222726757,-5.608144311,2.05E-08,*,District of Columbia,Pennsylvania
District of ColumbiatoRhode Island,-1.194159008,0.67939843,-1.757671132,0.078804738,,District of Columbia,Rhode Island
District of ColumbiatoSouth Carolina,0.589602604,0.444891805,1.325271894,0.18508223,,District of Columbia,South Carolina
District of ColumbiatoSouth Dakota,-1.53124595,1.17662399,-1.301389368,0.193126441,,District of Columbia,South Dakota
District of ColumbiatoTennessee,-0.11269959,0.392435444,-0.287179947,0.773974784,,District of Columbia,Tennessee
District of ColumbiatoTexas,0.581438947,0.277789317,2.093093256,0.036341862,*,District of Columbia,Texas
District of ColumbiatoUtah,0.471486176,0.416322974,1.132500978,0.257424987,,District of Columbia,Utah
District of ColumbiatoVermont,-0.332167931,0.526327776,-0.631104696,0.527972663,,District of Columbia,Vermont
District of ColumbiatoVirginia,-0.749521633,0.172127342,-4.354460032,1.33E-05,*,District of Columbia,Virginia
District of ColumbiatoWashington,1.391153776,0.340118131,4.090207635,4.31E-05,*,District of Columbia,Washington
District of ColumbiatoWest Virginia,-0.697037468,0.339877536,-2.050848889,0.040282732,*,District of Columbia,West Virginia
District of ColumbiatoWisconsin,-0.490691577,0.392454017,-1.250316103,0.211185299,,District of Columbia,Wisconsin
FloridatoAlabama,-0.357275468,0.061241104,-5.833916224,5.42E-09,*,Florida,Alabama
FloridatoArizona,0.798590839,0.11297789,7.068558597,1.57E-12,*,Florida,Arizona
FloridatoArkansas,0.15112887,0.12484285,1.210552871,0.22606799,,Florida,Arkansas
FloridatoCalifornia,0.759648399,0.065168912,11.65660699,2.16E-31,*,Florida,California
FloridatoColorado,0.862686622,0.078978316,10.92308207,9.07E-28,*,Florida,Colorado
FloridatoConnecticut,0.217292686,0.114259209,1.901752065,0.057204753,,Florida,Connecticut
FloridatoDelaware,-0.490024045,0.174104627,-2.814537746,0.004885135,*,Florida,Delaware
FloridatoDistrict of Columbia,-0.224881613,0.211828589,-1.061620691,0.288408968,,Florida,District of Columbia
FloridatoFlorida,0.103730676,0.024897322,4.166338684,3.10E-05,*,Florida,Florida
FloridatoGeorgia,-0.210182111,0.040818196,-5.149225917,2.62E-07,*,Florida,Georgia
FloridatoIdaho,1.242411749,0.194198703,6.39763154,1.58E-10,*,Florida,Idaho
FloridatoIllinois,0.061221446,0.072381967,0.845810762,0.397659151,,Florida,Illinois
FloridatoIndiana,0.220769318,0.06959193,3.172340778,0.001512342,*,Florida,Indiana
FloridatoIowa,0.213351898,0.107197254,1.990273915,0.046561885,*,Florida,Iowa
FloridatoKansas,0.4551683,0.107191836,4.246296335,2.17E-05,*,Florida,Kansas
FloridatoKentucky,0.061694681,0.07283292,0.847071365,0.396956176,,Florida,Kentucky
FloridatoLouisiana,-0.069146328,0.104909294,-0.659105835,0.509828431,,Florida,Louisiana
FloridatoMaine,0.315278581,0.108990823,2.892707594,0.003819705,*,Florida,Maine
FloridatoMaryland,-0.075370399,0.079121227,-0.95259391,0.340796809,,Florida,Maryland
FloridatoMassachusetts,0.349981721,0.086345747,4.053259538,5.05E-05,*,Florida,Massachusetts
FloridatoMichigan,0.062196975,0.057395057,1.083664315,0.278514735,,Florida,Michigan
FloridatoMinnesota,0.028610086,0.090833498,0.314972848,0.752782539,,Florida,Minnesota
FloridatoMississippi,-0.04442151,0.101050297,-0.439598021,0.660228664,,Florida,Mississippi
FloridatoMissouri,0.268311854,0.081767958,3.281381382,0.001033145,*,Florida,Missouri
FloridatoMontana,0.95233924,0.164075605,5.804270797,6.47E-09,*,Florida,Montana
FloridatoNebraska,0.330437133,0.146784211,2.251176268,0.024375262,*,Florida,Nebraska
FloridatoNevada,1.229771813,0.162568266,7.564648623,3.90E-14,*,Florida,Nevada
FloridatoNew Hampshire,0.253169009,0.127811802,1.980795238,0.047615363,*,Florida,New Hampshire
FloridatoNew Jersey,0.017711155,0.075085773,0.235878969,0.813526786,,Florida,New Jersey
FloridatoNew Mexico,0.491010872,0.146839306,3.343865388,0.000826323,*,Florida,New Mexico
FloridatoNew York,0.133458979,0.054586979,2.444886709,0.014490468,*,Florida,New York
FloridatoNorth Carolina,-0.075148491,0.045020419,-1.669209029,0.095077246,,Florida,North Carolina
FloridatoNorth Dakota,0.490553446,0.155363086,3.157464611,0.001591669,*,Florida,North Dakota
FloridatoOhio,-0.033280444,0.056943423,-0.584447557,0.55891978,,Florida,Ohio
FloridatoOklahoma,0.222302094,0.099863411,2.226061498,0.026010973,*,Florida,Oklahoma
FloridatoOregon,1.079553573,0.119015882,9.070668198,1.19E-19,*,Florida,Oregon
FloridatoPennsylvania,-0.018964477,0.057007618,-0.332665667,0.739386955,,Florida,Pennsylvania
FloridatoRhode Island,0.676285773,0.168782445,4.006849012,6.16E-05,*,Florida,Rhode Island
FloridatoSouth Carolina,-0.110653869,0.066505494,-1.663830497,0.096147593,,Florida,South Carolina
FloridatoSouth Dakota,0.523812266,0.199527615,2.625262002,0.008658772,*,Florida,South Dakota
FloridatoTennessee,0.241168388,0.059167228,4.076046752,4.58E-05,*,Florida,Tennessee
FloridatoTexas,0.424234723,0.052413642,8.09397536,5.80E-16,*,Florida,Texas
FloridatoUtah,0.46113116,0.142661602,3.232342511,0.001227961,*,Florida,Utah
FloridatoVermont,0.18571028,0.145650001,1.275044829,0.202294591,,Florida,Vermont
FloridatoVirginia,0.394887408,0.058950744,6.698599178,2.11E-11,*,Florida,Virginia
FloridatoWashington,0.912438857,0.08812753,10.35361891,4.08E-25,*,Florida,Washington
FloridatoWest Virginia,-0.024539143,0.114643938,-0.21404658,0.830510912,,Florida,West Virginia
FloridatoWisconsin,-0.132705054,0.076114952,-1.743482069,0.081250705,,Florida,Wisconsin
FloridatoWyoming,0.283134982,0.168902922,1.676317844,0.093677234,,Florida,Wyoming
GeorgiatoAlabama,-0.584551898,0.056645985,-10.31938798,5.83E-25,*,Georgia,Alabama
GeorgiatoArizona,0.823497549,0.150384802,5.475936,4.36E-08,*,Georgia,Arizona
GeorgiatoArkansas,0.300301402,0.175905211,1.707177408,0.087790356,,Georgia,Arkansas
GeorgiatoCalifornia,0.697238595,0.084084165,8.292151012,1.12E-16,*,Georgia,California
GeorgiatoColorado,0.836343792,0.111328555,7.512392385,5.83E-14,*,Georgia,Colorado
GeorgiatoConnecticut,0.160870789,0.20232497,0.7951109,0.426549769,,Georgia,Connecticut
GeorgiatoDelaware,-0.871101991,0.416208625,-2.092945553,0.036355046,*,Georgia,Delaware
GeorgiatoDistrict of Columbia,-0.24440416,0.245728817,-0.99460927,0.319927324,,Georgia,District of Columbia
GeorgiatoFlorida,-0.113605761,0.046274134,-2.455059673,0.014086814,*,Georgia,Florida
GeorgiatoGeorgia,-0.398224228,0.020342398,-19.57607114,2.88E-85,*,Georgia,Georgia
GeorgiatoIdaho,0.828331026,0.23591823,3.511093769,0.000446348,*,Georgia,Idaho
GeorgiatoIllinois,-0.497505127,0.109194554,-4.556135002,5.21E-06,*,Georgia,Illinois
GeorgiatoIndiana,0.095169123,0.118397646,0.803809254,0.421507929,,Georgia,Indiana
GeorgiatoIowa,0.476319003,0.188944526,2.520946294,0.011704604,*,Georgia,Iowa
GeorgiatoKansas,0.664753065,0.143416156,4.635133738,3.57E-06,*,Georgia,Kansas
GeorgiatoKentucky,-0.268369059,0.093877027,-2.858729857,0.004253769,*,Georgia,Kentucky
GeorgiatoLouisiana,0.066846448,0.121463568,0.550341546,0.582085638,,Georgia,Louisiana
GeorgiatoMaine,-0.212335079,0.199451938,-1.064592708,0.287061336,,Georgia,Maine
GeorgiatoMaryland,-0.123667216,0.119662913,-1.033463193,0.301388212,,Georgia,Maryland
GeorgiatoMassachusetts,0.138305568,0.142457753,0.970853219,0.33162234,,Georgia,Massachusetts
GeorgiatoMichigan,-0.129785761,0.104520305,-1.241727731,0.214338229,,Georgia,Michigan
GeorgiatoMinnesota,0.103069864,0.146681357,0.702678688,0.482256683,,Georgia,Minnesota
GeorgiatoMississippi,-0.103750518,0.109542742,-0.947123616,0.343576731,,Georgia,Mississippi
GeorgiatoMissouri,0.419913898,0.115649192,3.630928077,0.000282462,*,Georgia,Missouri
GeorgiatoMontana,0.925073216,0.285838101,3.236353771,0.001210834,*,Georgia,Montana
GeorgiatoNebraska,0.324680115,0.218983144,1.482671721,0.138162944,,Georgia,Nebraska
GeorgiatoNevada,0.986360056,0.23139852,4.262603128,2.02E-05,*,Georgia,Nevada
GeorgiatoNew Hampshire,0.32249661,0.240618651,1.340281017,0.18015525,,Georgia,New Hampshire
GeorgiatoNew Jersey,-0.053239341,0.146662024,-0.363006996,0.716599973,,Georgia,New Jersey
GeorgiatoNew Mexico,0.597588503,0.19150734,3.120446996,0.001805979,*,Georgia,New Mexico
GeorgiatoNew York,-0.001072868,0.086370446,-0.012421698,0.990089184,,Georgia,New York
GeorgiatoNorth Carolina,-0.38640644,0.056064643,-6.892159088,5.51E-12,*,Georgia,North Carolina
GeorgiatoNorth Dakota,0.996809779,0.270382834,3.686660741,0.000227265,*,Georgia,North Dakota
GeorgiatoOhio,-0.257860026,0.090702607,-2.842917466,0.004470636,*,Georgia,Ohio
GeorgiatoOklahoma,0.248923374,0.124860215,1.993616407,0.046195103,*,Georgia,Oklahoma
GeorgiatoOregon,1.147847077,0.212044167,5.413245231,6.20E-08,*,Georgia,Oregon
GeorgiatoPennsylvania,-0.104192204,0.095531406,-1.090659161,0.275423965,,Georgia,Pennsylvania
GeorgiatoRhode Island,0.974989402,0.326644077,2.98486784,0.00283729,*,Georgia,Rhode Island
GeorgiatoSouth Carolina,-0.615459797,0.064917188,-9.480690878,2.55E-21,*,Georgia,South Carolina
GeorgiatoSouth Dakota,0.914178497,0.270360276,3.381334379,0.00072146,*,Georgia,South Dakota
GeorgiatoTennessee,-0.541259031,0.063840068,-8.478359235,2.30E-17,*,Georgia,Tennessee
GeorgiatoTexas,0.544431564,0.071262559,7.639798101,2.18E-14,*,Georgia,Texas
GeorgiatoUtah,0.752782425,0.174261025,4.319855365,1.56E-05,*,Georgia,Utah
GeorgiatoVermont,0.089174791,0.355045046,0.251164723,0.801686969,,Georgia,Vermont
GeorgiatoVirginia,0.206854792,0.079060515,2.616410883,0.008886504,*,Georgia,Virginia
GeorgiatoWashington,1.025542221,0.134403999,7.630295453,2.35E-14,*,Georgia,Washington
GeorgiatoWest Virginia,-0.050074974,0.196526361,-0.254800292,0.798877565,,Georgia,West Virginia
GeorgiatoWisconsin,-0.175496135,0.137507651,-1.276264513,0.201863246,,Georgia,Wisconsin
GeorgiatoWyoming,0.181012735,0.340023957,0.532352886,0.594482095,,Georgia,Wyoming
IdahotoAlabama,0.544195924,0.48060436,1.132315829,0.257502791,,Idaho,Alabama
IdahotoArizona,0.482238422,0.148942599,3.237746786,0.001204938,*,Idaho,Arizona
IdahotoArkansas,1.882567593,0.58847277,3.199073412,0.001378877,*,Idaho,Arkansas
IdahotoCalifornia,-0.032085868,0.105793454,-0.303287842,0.76167077,,Idaho,California
IdahotoColorado,0.205215093,0.160705718,1.276961991,0.201616883,,Idaho,Colorado
IdahotoDelaware,1.304385138,0.679495273,1.919638282,0.054904771,,Idaho,Delaware
IdahotoDistrict of Columbia,1.045778312,1.176654033,0.88877298,0.374125977,,Idaho,District of Columbia
IdahotoFlorida,1.155625125,0.205542371,5.6223207,1.89E-08,*,Idaho,Florida
IdahotoGeorgia,1.252718647,0.251405003,4.982870791,6.27E-07,*,Idaho,Georgia
IdahotoIdaho,0.340645865,0.048703893,6.994222518,2.67E-12,*,Idaho,Idaho
IdahotoIllinois,0.735219405,0.257273138,2.857738709,0.004267077,*,Idaho,Illinois
IdahotoIndiana,0.656732507,0.372419017,1.763423665,0.077830314,,Idaho,Indiana
